src	dst	numberOfPaths
4074564	4429283	1
4074564	3964987	2
4074564	4000255	1
4074564	4297225	1
4074564	3825815	1
4074564	3991131	1
4074564	4181447	1
4074564	4084127	1
4074564	4102485	1
4074564	4483805	1
4074564	4065406	1
4074564	4080260	1
4074564	4118604	1
4074564	3949766	1
4074564	4042810	1
4074564	4076248	1
4074564	4246646	1
4074564	4403228	1
4074564	4434750	1
4074564	4482536	1
4074564	4023546	1
4074564	4060566	1
4074564	4124398	1
4074564	4197478	1
4074564	4433180	1
4074564	4005794	1
4074564	4030626	1
4074564	4042666	1
4074564	4167370	1
4074564	4319056	1
4074564	4444492	1
4074564	4468890	1
4074937	1632474	1
4075422	3689428	1
4075709	3741895	1
4075709	3893435	1
4075709	3223947	1
4075709	4055838	1
4075709	4106232	1
4075709	3760244	1
4075709	3448884	2
4076230	3502339	1
4076230	3722639	1
4076230	3825861	2
4076230	3893435	1
4076230	4474615	1
4076230	3659357	1
4076230	4055838	2
4076230	4317724	2
4076230	3448884	1
4076235	4361695	1
4076237	3703958	2
4076237	3556192	2
4076248	3954323	2
4076248	3996897	1
4076248	4429283	1
4076248	3964987	1
4076248	4000255	1
4076248	4297225	2
4076248	3825815	2
4076248	3991131	1
4076248	4181447	1
4076248	4084127	1
4076248	4102485	1
4076248	4483805	1
4076248	3087272	1
4076248	4065406	1
4076248	4080260	1
4076248	4118604	1
4076248	3949766	1
4076248	4042810	1
4076248	4246646	1
4076248	4403228	1
4076248	4434750	1
4076248	4482536	1
4076248	4023546	1
4076248	4060566	1
4076248	4124398	1
4076248	4197478	1
4076248	4433180	1
4076248	4005794	1
4076248	4030626	1
4076248	4042666	1
4076248	4074564	1
4076248	4167370	1
4076248	4319056	1
4076248	4444492	1
4076248	4468890	1
4076765	4026997	1
4076765	3858111	1
4076765	3550733	1
4076765	3811857	2
4076765	3822729	1
4076765	4151870	1
4076765	4151108	3
4076765	4278486	1
4076765	3396442	3
4076838	3865761	1
4076838	4137055	4
4076838	3540974	1
4076838	3859092	1
4076838	3315292	1
4076838	4138064	1
4076997	3316537	1
4076997	3778231	3
4076997	4185693	1
4076997	3713283	2
4076997	4299081	1
4076997	3904791	1
4076997	3967591	1
4076997	3556494	1
4076997	4373628	3
4076997	4429382	1
4078195	4062367	1
4078195	3829201	1
4078195	3865763	1
4078195	3939508	1
4078195	3957386	1
4079188	3469429	1
4079188	3525615	1
4079188	3460575	1
4079188	3575285	1
4079188	3706599	1
4079188	3730233	1
4079188	3713447	1
4079188	3686059	1
4079188	4170509	2
4079188	4319873	2
4079188	3816540	1
4079188	3861942	1
4079188	4049290	1
4079188	4863610	1
4079188	3081196	1
4079188	3378452	1
4079188	3561894	1
4079188	3415828	1
4079188	3993270	2
4079188	4860070	1
4079192	277815	3
4079192	3959724	1
4079542	3779873	5
4079542	4256763	1
4079542	3429111	1
4079542	3679929	1
4079542	3808587	1
4079542	3895279	2
4079542	3981377	1
4079542	4804405	1
4079542	3255569	3
4079542	3624581	3
4079542	4101255	1
4079542	3300858	1
4079542	3667630	1
4079542	3750692	1
4079542	4842488	1
4079542	3239784	1
4079542	3267366	1
4079542	3730056	1
4079741	3111677	1
4079741	3758063	2
4079741	3860649	2
4079741	3908313	2
4079741	3670372	1
4079741	4038608	2
4079741	3486802	1
4079741	3880670	2
4079885	3344163	1
4079885	728997	1
4079885	3708489	1
4079885	3667055	1
4079885	3862973	1
4079885	4332222	3
4079885	3597140	1
4079885	3845692	1
4079885	3979956	1
4079885	3719426	1
4079920	3961215	1
4079920	3963458	3
4079920	3923682	2
4080260	3954323	1
4080260	3996897	1
4080260	4429283	1
4080260	3964987	1
4080260	4000255	1
4080260	4297225	1
4080260	3825815	1
4080260	3991131	1
4080260	4181447	1
4080260	4084127	1
4080260	4102485	1
4080260	4483805	1
4080260	4065406	1
4080260	4118604	1
4080260	3386746	1
4080260	3949766	1
4080260	4042810	1
4080260	4076248	1
4080260	4246646	1
4080260	4403228	1
4080260	4434750	1
4080260	4482536	1
4080260	4023546	1
4080260	4060566	1
4080260	4124398	1
4080260	4197478	1
4080260	4433180	3
4080260	4005794	4
4080260	4030626	1
4080260	4042666	1
4080260	4074564	1
4080260	4167370	1
4080260	4319056	1
4080260	4444492	1
4080260	4468890	1
4080446	4011775	2
4080446	3719035	2
4080446	3729337	2
4080446	4105262	1
4080446	3493908	1
4080446	3564348	2
4080659	4061913	1
4080659	3609253	1
4080659	3508187	1
4080659	3836471	1
4080659	3561802	1
4080659	3781350	1
4080659	3510982	1
4080700	4512173	1
4080700	3899792	2
4080923	4054386	2
4081044	3997451	1
4081044	3936890	1
4081044	4115804	1
4081115	551909	1
4081115	3552853	1
4081115	3584633	2
4081115	3656587	1
4081115	3760355	1
4081115	4106201	1
4081115	3435649	1
4081115	3588751	2
4081115	3692425	1
4081115	3673022	4
4081115	4277322	1
4081115	4118450	7
4081115	4449864	7
4081115	3872608	1
4081115	4278870	1
4081459	4016671	5
4081462	3161907	1
4081462	2958708	1
4081462	3686890	1
4081975	3110238	1
4081975	3656676	1
4081975	3523476	1
4081975	4822480	1
4082420	3452931	2
4082420	4067065	1
4082420	3376313	1
4082420	3464618	1
4082420	3355818	1
4082420	3368432	1
4082525	3248041	1
4082525	3606235	1
4082525	3609651	1
4082525	3610629	1
4082525	3730055	1
4082525	3862131	1
4082525	3954751	2
4082525	3638041	1
4082525	3945571	1
4082525	3238145	1
4082525	3565715	1
4082525	3624177	1
4082525	3376030	1
4082525	4220944	1
4082525	4027706	2
4082525	4819510	1
4082525	3529174	1
4082525	3589886	1
4082525	3611002	1
4082525	3998710	1
4082525	3260538	2
4082560	3446885	1
4082560	3437347	1
4082560	4827750	1
4082560	3987518	2
4082583	4142613	1
4082583	3919733	1
4082583	4335907	1
4082583	3112438	1
4082583	3918840	1
4082583	3056540	2
4082583	3354388	2
4082583	3357262	2
4082583	3549584	2
4082776	3309479	3
4082776	3194931	2
4082776	3311173	2
4082776	4162675	1
4082776	3656201	3
4082776	3767047	2
4082776	3977989	2
4082776	3983746	3
4082776	3627436	1
4082776	4009004	3
4082776	4149834	1
4083508	3601227	1
4083508	3664215	1
4083508	3655865	2
4083508	4541525	1
4083508	3638396	1
4083508	3662328	1
4083508	3762092	1
4084127	3954323	1
4084127	3996897	1
4084127	4429283	1
4084127	3964987	2
4084127	4000255	1
4084127	4297225	1
4084127	3825815	1
4084127	3991131	1
4084127	4181447	1
4084127	4102485	1
4084127	4483805	1
4084127	4065406	1
4084127	4080260	1
4084127	4118604	1
4084127	3949766	1
4084127	4042810	1
4084127	4076248	1
4084127	4246646	1
4084127	4403228	1
4084127	4434750	1
4084127	4482536	1
4084127	4023546	1
4084127	4060566	1
4084127	4124398	1
4084127	4197478	1
4084127	4433180	1
4084127	4005794	1
4084127	4030626	1
4084127	4042666	1
4084127	4074564	1
4084127	4167370	1
4084127	4319056	1
4084127	4444492	1
4084127	4468890	2
4084249	3082213	4
4084249	3640709	2
4084249	3878621	4
4084249	3903305	1
4084249	4090791	4
4084249	4526133	2
4084249	3410715	1
4084249	3480339	3
4084249	3292899	2
4084249	3669689	3
4084249	3856371	2
4084249	4053899	2
4084249	3338012	3
4084249	3555162	4
4084249	3800104	3
4084249	4118302	2
4084249	3221790	2
4084249	3888148	3
4084249	4101940	3
4084249	4104642	1
4084249	4516068	1
4084249	3641222	1
4084249	3559622	1
4084249	3729424	4
4084287	3645725	1
4084287	4309433	1
4084287	4307718	2
4084287	4312582	1
4084902	3233731	1
4084902	3542405	1
4084902	3803785	1
4084902	3555765	1
4084902	3799707	2
4084902	3994967	1
4084902	3355022	1
4084902	3397940	1
4084902	3544864	1
4084902	3556628	1
4084902	3776960	1
4084902	3825224	1
4084902	3479658	1
4084902	3515928	1
4084902	3555516	1
4084902	3937300	1
4084902	3380556	1
4084902	3812792	1
4084902	4045436	1
4084902	4138136	1
4085135	3002103	1
4085135	3498980	1
4085135	3657948	1
4085287	4434393	2
4085287	4466405	3
4085287	3996901	2
4085287	4483485	2
4085287	3958816	3
4085287	3992376	3
4085287	4057886	3
4085287	4030982	4
4085287	3934768	3
4085664	3818720	3
4086122	4001617	1
4086122	4004187	1
4086122	4385687	1
4086122	3874979	1
4086122	3483218	1
4086356	3761207	1
4086356	4227359	1
4086356	4256627	3
4086356	3967090	1
4086439	4819686	1
4086484	4374389	2
4086484	3622953	4
4086484	4045115	4
4087148	3918337	1
4087148	3942217	1
4087148	3455841	1
4087148	4197959	2
4087148	3313637	1
4087148	2949680	1
4087148	3956204	4
4087148	3278112	4
4087148	3371904	1
4087148	3971238	1
4087148	3349390	1
4087148	3589106	2
4087674	3854283	1
4087674	3074573	2
4087674	4122545	1
4087674	3733140	1
4087674	3551096	1
4087674	3711734	1
4087674	3920602	2
4087674	3953992	2
4087674	3994660	1
4087674	4432862	1
4087674	3267972	2
4087674	4123724	3
4088179	3107969	1
4088179	3076583	1
4088179	3229565	1
4088179	4194767	2
4088179	4785628	1
4088179	3428676	1
4088631	4103004	1
4088757	3872336	1
4088757	3887004	1
4088925	3650739	2
4089061	3891103	2
4089061	4115600	2
4089061	4098078	2
4089163	3511623	1
4089163	2979773	1
4089163	4310787	1
4089163	4392963	1
4089163	700537	1
4089163	2966639	2
4089163	3494705	1
4089163	4305290	1
4089163	256044	1
4089163	4035346	1
4089163	3007714	1
4089187	4136679	1
4089187	762888	1
4089293	4866667	1
4089293	3543964	1
4089293	4341816	1
4089293	4323222	1
4089559	3375553	1
4089559	269814	1
4090495	3515197	2
4090495	3834725	1
4090495	3905124	4
4090791	3082213	4
4090791	3640709	2
4090791	3878621	4
4090791	3903305	1
4090791	4526133	2
4090791	3410715	1
4090791	3480339	3
4090791	3292899	3
4090791	3669689	4
4090791	3856371	2
4090791	4053899	2
4090791	4084249	4
4090791	3338012	4
4090791	3800104	4
4090791	4118302	2
4090791	3221790	2
4090791	3555162	4
4090791	3888148	3
4090791	4101940	3
4090791	4104642	1
4090791	4516068	1
4090791	3559622	1
4090791	3641222	2
4090791	3729424	4
4090949	4374068	2
4090949	4443962	1
4090949	4042496	2
4090949	4315660	1
4090949	4379896	2
4091319	4515090	1
4093101	4392661	1
4093101	4149157	1
4093227	4443047	1
4093227	3635477	1
4093227	4197959	1
4093227	4217705	2
4093227	3363801	1
4093227	3817973	1
4093227	3844687	2
4093227	3641706	2
4093227	3971238	1
4093227	4177944	1
4093227	3445574	1
4093227	3582332	1
4093227	4023132	1
4093227	3349390	1
4093227	3379258	1
4093227	3526778	1
4093227	3589106	1
4093227	4121440	7
4093354	4148647	1
4093354	3873519	1
4093354	4113721	3
4093354	4437295	1
4093354	3898384	1
4093665	3736629	1
4093665	4371259	1
4093965	3055527	1
4093965	4098392	1
4093965	3050876	1
4094072	3533977	1
4094072	3676731	1
4095220	3653785	2
4095220	3653624	2
4095220	4021962	1
4095220	4823036	2
4095944	3657936	1
4096097	236795	2
4096097	3111845	2
4096097	3373073	2
4096097	3789331	1
4096097	3076406	1
4096097	3578132	2
4096097	3314320	2
4096097	3632770	1
4096365	3707483	1
4096365	3980023	1
4096365	3525945	1
4096365	3936906	1
4097139	3569503	1
4097139	3520516	1
4097139	3860982	3
4097591	3611375	1
4097591	3939893	1
4097591	3972331	2
4097591	4435223	1
4097591	3663365	1
4097591	3890665	1
4097591	3626294	2
4097591	3967756	1
4097591	3632676	1
4097591	4384568	1
4098078	4089061	2
4098078	3891103	2
4098078	4115600	3
4098118	3679725	1
4098139	4342113	1
4098139	3653844	1
4098139	3565812	1
4098201	4035331	2
4098201	3870041	3
4098201	4193694	2
4098294	74305	1
4098294	3757433	1
4098294	4032407	1
4098294	3532081	1
4098294	3371896	1
4098294	3518968	1
4098294	3538910	1
4098294	3424942	3
4098294	3525774	1
4098294	4073878	2
4098294	4118234	1
4098294	4134384	1
4098294	3625894	1
4098294	3123800	3
4098294	3241864	1
4098294	4060674	2
4098392	3724465	1
4098392	3725999	1
4098392	3997741	1
4098392	4356223	1
4098392	4093965	1
4098392	3555650	1
4098392	3081902	1
4098392	4020578	1
4098492	3026547	5
4098492	4179767	1
4098492	4040929	1
4098492	3078141	4
4098492	3010908	5
4098492	2951834	2
4099214	4276022	3
4100101	3527765	1
4100101	3593881	1
4100101	4150751	1
4100101	4482791	1
4100101	4054967	2
4100101	3483274	1
4100101	3528526	1
4100101	3530378	2
4100101	3527386	1
4100247	2928725	2
4100247	3943403	3
4100247	4157506	3
4100247	4274872	3
4100333	4844035	2
4100333	3876114	4
4100805	3797853	1
4101255	3405407	1
4101255	3779873	1
4101255	4256763	1
4101255	3429111	1
4101255	3679929	1
4101255	3808587	1
4101255	3895279	1
4101255	3981377	1
4101255	4044753	2
4101255	4804405	1
4101255	3255569	1
4101255	3624581	1
4101255	3982335	1
4101255	3300858	1
4101255	4038698	1
4101255	3667630	1
4101255	3707470	1
4101255	3750692	1
4101255	3378652	1
4101255	4079542	1
4101255	4842488	1
4101255	3239784	1
4101255	3267366	1
4101255	3730056	1
4101255	3953858	1
4101310	3972253	1
4101310	4022407	1
4101310	4106691	1
4101310	4148111	2
4101310	3951581	2
4101310	4219885	2
4101310	4367740	1
4101604	3865835	2
4101604	3927475	2
4101604	3097113	1
4101604	3438939	1
4101604	3814204	1
4101940	3082213	3
4101940	3640709	4
4101940	3878621	4
4101940	3903305	1
4101940	4090791	3
4101940	4526133	3
4101940	3410715	1
4101940	3480339	3
4101940	3292899	2
4101940	3669689	6
4101940	3856371	3
4101940	4053899	5
4101940	4084249	3
4101940	3029980	1
4101940	3338012	2
4101940	3555162	4
4101940	3800104	2
4101940	4118302	2
4101940	3221790	2
4101940	3888148	3
4101940	4104642	1
4101940	4516068	1
4101940	3641222	1
4101940	3559622	1
4101940	3729424	3
4102485	3954323	1
4102485	3996897	1
4102485	4429283	1
4102485	3964987	1
4102485	4000255	1
4102485	4297225	1
4102485	3825815	1
4102485	3991131	1
4102485	4181447	3
4102485	4084127	1
4102485	4483805	1
4102485	4065406	1
4102485	4080260	1
4102485	4118604	1
4102485	3949766	1
4102485	4042810	1
4102485	4076248	1
4102485	4246646	1
4102485	4403228	1
4102485	4434750	1
4102485	4482536	1
4102485	4023546	1
4102485	4060566	2
4102485	4124398	1
4102485	4197478	1
4102485	4433180	1
4102485	4005794	1
4102485	4030626	1
4102485	4042666	1
4102485	4074564	1
4102485	4167370	1
4102485	4319056	1
4102485	4444492	1
4102485	4468890	1
4102631	4397095	1
4102631	3614001	2
4102631	3860052	1
4102631	3962862	1
4102831	3877495	2
4103004	4088631	1
4103004	4157163	1
4103004	4351505	2
4103004	3301264	1
4103004	3362968	1
4103188	3884312	1
4104278	3583185	1
4104278	3760355	1
4104278	3299595	1
4104278	4182748	1
4104278	4110758	5
4104642	3082213	1
4104642	3640709	1
4104642	3878621	1
4104642	3375195	1
4104642	3824457	1
4104642	3903305	2
4104642	4090791	1
4104642	4221985	1
4104642	4526133	1
4104642	3410715	1
4104642	3292899	1
4104642	3669689	1
4104642	3856371	1
4104642	4053899	1
4104642	4084249	1
4104642	3338012	1
4104642	3520028	1
4104642	3800104	1
4104642	4118302	1
4104642	2931848	1
4104642	3221790	1
4104642	3555162	1
4104642	3619500	1
4104642	3881306	1
4104642	4101940	1
4104642	4516068	1
4104642	3048968	1
4104642	3559622	2
4104642	3585862	1
4104642	3641222	1
4104642	3729424	1
4104642	3934648	1
4104701	3852657	1
4104701	3965104	1
4104701	3574120	1
4104701	3581648	1
4104829	4130128	1
4104829	3582332	1
4105262	4011775	1
4105262	3719035	1
4105262	3729337	1
4105262	3493908	1
4105262	3564348	1
4105262	4080446	1
4105517	4173154	1
4105839	3945212	4
4106201	551909	1
4106201	3552853	1
4106201	3656587	1
4106201	3760355	2
4106201	4081115	1
4106201	3435649	1
4106201	3588751	1
4106201	3692425	1
4106201	3673022	1
4106201	4277322	1
4106201	4118450	1
4106201	4449864	1
4106201	3872608	1
4106201	4278870	1
4106205	3036899	2
4106205	3098692	2
4106232	3502339	1
4106232	3741895	1
4106232	4075709	1
4106232	3035089	1
4106232	3223947	2
4106232	4807620	1
4106232	3760244	2
4106232	3448884	1
4106691	4148111	1
4106691	3951581	1
4106691	4219885	1
4106691	4101310	1
4106833	4014136	3
4107713	4142613	1
4107713	3339249	1
4107713	3056540	1
4108178	4397122	3
4108178	3559622	1
4108178	4841064	3
4108276	3347439	1
4108276	3692903	2
4108501	2599637	1
4108670	4294523	1
4108670	3670862	1
4108792	3982436	3
4108792	3870132	1
4109423	3640784	1
4109588	3749583	1
4109588	3661936	1
4110070	279276	1
4110758	4104278	5
4111258	3931115	1
4111258	3668240	2
4111258	3712682	3
4111258	3762410	2
4111258	3564348	1
4111258	4344032	1
4111768	3327241	1
4111768	3678127	1
4111768	3951283	2
4111768	3234245	1
4111768	681504	1
4111768	3243340	1
4111768	3644278	1
4111768	3634022	1
4111936	3311309	5
4111936	3305357	4
4111936	4113292	4
4111936	2985660	2
4111936	3294478	2
4113284	3506151	1
4113284	4203479	1
4113284	3802081	2
4113284	3563188	2
4113284	3400186	1
4113284	3845770	5
4113284	4040860	1
4113292	3574895	1
4113292	3311309	5
4113292	4013175	1
4113292	3305357	4
4113292	2983626	3
4113292	2986718	3
4113292	2985660	4
4113292	3239616	1
4113292	3304104	2
4113292	4111936	4
4113292	3294478	4
4113581	3086155	1
4113581	4329697	1
4113581	4183750	3
4113581	4774304	1
4113581	662866	1
4113581	3432910	1
4113687	1841649	1
4113687	2913955	1
4113687	4162547	1
4113687	4325687	1
4113687	4536969	1
4113687	1258887	1
4113687	4126583	1
4113687	4334569	1
4113687	4510118	1
4113687	3633324	2
4113687	3645524	1
4113687	3839280	1
4113687	4420686	2
4113721	3898384	1
4113721	4093354	3
4113735	3937711	2
4113735	3883404	2
4113735	2928190	1
4113735	3525594	1
4113782	4196887	3
4113782	3711904	3
4113782	4178668	1
4114126	3549131	1
4114126	4302295	1
4114126	2999469	1
4114126	3003923	1
4114126	3756100	1
4114126	3839012	1
4114126	4645524	1
4114126	3082118	1
4114187	2989477	1
4114187	3289479	1
4114187	3301667	1
4114187	3411219	1
4114187	3670831	1
4114187	3306793	1
4114187	2985877	1
4114187	2988809	1
4114187	3335493	1
4114187	2989314	2
4114187	3314468	1
4114187	2989456	3
4114187	4318638	1
4114341	3664243	3
4114341	3708665	2
4114341	3491412	1
4114341	3976198	5
4114813	3297741	1
4114813	3561336	1
4114813	3381980	1
4114813	3482672	1
4114813	3601716	1
4114813	3838258	1
4114813	3278692	1
4115111	4391570	1
4115179	3891311	1
4115179	3996279	2
4115179	4015988	2
4115179	3716736	1
4115179	4186266	1
4115600	4089061	2
4115600	3891103	3
4115600	4098078	3
4115801	4346920	1
4115804	3997451	2
4115804	3936890	4
4115804	4081044	1
4116426	3525615	1
4116426	3802081	4
4116426	3481721	3
4116426	3574394	2
4116426	3739632	3
4117456	2975019	2
4117456	3406313	8
4117456	3772675	1
4117456	3855887	1
4117456	4304145	1
4117456	4036189	1
4117456	3409643	3
4117456	3897923	3
4117456	4134063	1
4117456	3554625	4
4117456	3222724	4
4117456	3284776	3
4117456	3709138	3
4117456	3992166	2
4117456	3701914	2
4117456	3411076	1
4117456	3989900	4
4117456	3830684	1
4117807	4135242	2
4118234	3828171	2
4118234	74305	1
4118234	3757433	1
4118234	4032407	1
4118234	3084221	1
4118234	3532081	2
4118234	3371896	1
4118234	3518968	2
4118234	3538910	1
4118234	3424942	1
4118234	3525774	2
4118234	4073878	1
4118234	4098294	1
4118234	4134384	2
4118234	3625894	1
4118234	4067684	2
4118234	3123800	1
4118234	3241864	2
4118234	4060674	1
4118302	3082213	2
4118302	3640709	2
4118302	3878621	2
4118302	3010571	2
4118302	3903305	1
4118302	4090791	2
4118302	4526133	1
4118302	3410715	1
4118302	3480339	1
4118302	3292899	2
4118302	3669689	2
4118302	3856371	2
4118302	4053899	2
4118302	4084249	2
4118302	3338012	2
4118302	3800104	2
4118302	3221790	2
4118302	3555162	2
4118302	3888148	1
4118302	4101940	2
4118302	4104642	1
4118302	4516068	1
4118302	3105170	2
4118302	3559622	1
4118302	3641222	1
4118302	3729424	2
4118327	3691877	1
4118327	3513721	1
4118327	3684672	1
4118327	3368432	1
4118327	4153988	1
4118330	3677341	2
4118330	4031754	1
4118423	3086155	1
4118423	3303839	1
4118423	4774304	1
4118450	551909	1
4118450	3552853	1
4118450	3584633	2
4118450	3656587	1
4118450	3760355	1
4118450	4106201	1
4118450	4081115	7
4118450	3435649	1
4118450	3588751	2
4118450	3692425	1
4118450	3673022	4
4118450	4277322	1
4118450	4449864	9
4118450	3872608	1
4118450	4278870	1
4118590	3692593	1
4118604	3954323	1
4118604	3996897	1
4118604	4429283	1
4118604	3964987	1
4118604	4000255	1
4118604	4297225	1
4118604	3825815	1
4118604	3991131	1
4118604	4181447	1
4118604	4084127	1
4118604	4102485	1
4118604	4483805	1
4118604	4065406	1
4118604	4080260	1
4118604	3949766	1
4118604	4042810	1
4118604	4076248	1
4118604	4246646	1
4118604	4403228	1
4118604	4434750	2
4118604	4482536	3
4118604	4023546	1
4118604	4060566	1
4118604	4124398	1
4118604	4197478	1
4118604	4433180	1
4118604	4005794	1
4118604	4030626	1
4118604	4042666	1
4118604	4074564	1
4118604	4167370	1
4118604	4319056	1
4118604	4444492	1
4118604	4468890	1
4119085	3029231	1
4119085	3424457	1
4119085	4186003	1
4119085	285151	1
4119085	4166359	1
4119085	3337079	1
4119085	759462	1
4119085	2981018	1
4119085	770040	1
4119085	4385012	1
4119085	4279606	1
4119085	3969432	1
4119715	4398268	1
4120074	3300473	1
4120074	3740769	1
4120074	4250501	1
4120074	3810541	1
4120325	3372133	2
4120325	4864572	2
4121440	3635477	1
4121440	4217705	1
4121440	3817973	1
4121440	3844687	2
4121440	4093227	7
4121440	3641706	2
4121440	4177944	1
4121440	3445574	1
4121440	3582332	1
4121440	4023132	1
4121440	3349390	1
4121440	3379258	1
4121440	3526778	1
4121480	3813800	2
4121480	2030512	1
4122545	3854283	1
4122545	4060261	1
4122545	4334575	2
4122545	4332545	2
4122545	3074573	1
4122545	3893401	1
4122545	4343145	1
4122545	4087674	1
4122545	4308124	2
4122545	4314940	1
4122545	3551096	1
4122545	3711734	1
4122545	3920602	1
4122545	3952026	1
4122545	3953992	1
4122545	4123724	1
4122615	3347439	1
4122615	3998861	1
4122615	2995719	2
4122615	3245127	1
4122615	3527065	1
4122615	3692903	1
4122615	3950794	2
4122615	3103310	2
4122615	3845696	1
4122615	3922790	1
4122615	3120302	1
4122615	3251806	1
4122615	3339246	1
4122976	3560375	5
4122976	3800697	5
4122976	3889729	4
4123118	3504649	1
4123118	3809067	1
4123118	3560777	1
4123118	3346949	1
4123118	3397940	1
4123118	3969152	1
4123118	4168912	1
4123118	3747702	1
4123314	3079604	1
4123724	3854283	1
4123724	3074573	2
4123724	4122545	1
4123724	3733140	1
4123724	4087674	3
4123724	3551096	1
4123724	3711734	1
4123724	3920602	2
4123724	3953992	3
4123724	3994660	1
4123724	4432862	1
4123724	3267972	1
4124398	3954323	1
4124398	3996897	1
4124398	4429283	1
4124398	3964987	1
4124398	4000255	1
4124398	4297225	1
4124398	3825815	1
4124398	3991131	1
4124398	4181447	1
4124398	4084127	1
4124398	4102485	1
4124398	4483805	1
4124398	4065406	1
4124398	4080260	1
4124398	4118604	1
4124398	3949766	1
4124398	4042810	1
4124398	4076248	1
4124398	4246646	1
4124398	4403228	1
4124398	4434750	1
4124398	4482536	1
4124398	4023546	1
4124398	4060566	1
4124398	4197478	1
4124398	4433180	1
4124398	4005794	1
4124398	4030626	1
4124398	4042666	1
4124398	4074564	1
4124398	4167370	1
4124398	4319056	1
4124398	4444492	2
4124398	4468890	1
4125360	3508789	1
4125360	3324070	1
4125360	3967090	1
4125360	4835094	1
4126552	3112435	2
4126552	3942217	3
4126552	3455841	1
4126552	3388813	2
4126552	2990987	2
4126552	3494129	1
4126552	3998125	1
4126552	3443346	1
4126552	3956204	1
4126552	638500	1
4126552	3239112	3
4126552	3330420	1
4126552	3923556	2
4126552	756418	2
4126583	2913955	1
4126583	4113687	1
4126583	4162547	1
4126583	4536969	1
4126583	4510118	1
4126583	3633324	1
4126707	3887521	3
4126707	3960294	3
4126707	3961194	3
4127071	3350303	2
4127071	4336207	2
4127071	3856557	1
4127071	3705852	2
4127092	3707765	1
4127092	4366359	2
4127092	3488233	1
4127092	3675641	1
4127092	3955481	1
4127092	3642349	1
4127092	3752186	1
4127092	3956242	9
4127092	3963404	2
4127092	4277322	1
4127092	3222462	2
4127092	3823926	1
4127092	3957214	6
4127092	3740214	1
4127092	3820170	2
4127092	3847434	1
4127092	3961426	3
4127092	3859720	1
4127354	4059444	1
4127555	4233611	2
4127555	4285650	1
4128004	4299591	2
4128004	4325491	1
4128004	3829592	2
4128004	4395888	1
4128525	3233731	1
4129949	3683690	2
4129949	3897428	2
4129949	4195344	2
4129949	3908618	2
4130128	4104829	1
4130128	3513269	2
4130128	3978395	1
4130128	4302555	1
4130128	3242475	1
4130128	3818603	1
4130128	3582332	1
4130274	3305545	1
4130274	3313321	1
4130274	3351587	1
4130274	3654337	1
4130274	3723063	1
4130274	3954897	1
4130274	3957979	1
4130274	3293211	1
4130274	3298419	1
4130274	3539853	1
4130274	3957269	1
4130274	3302801	1
4130274	3440007	1
4130274	3645493	1
4130274	3957259	1
4130274	3654240	1
4130274	3114376	1
4130274	3307330	1
4130274	3313640	1
4130274	3646322	1
4130274	3649150	1
4130274	3669486	1
4130274	666256	1
4130274	3259268	1
4130274	3400172	1
4130274	3645694	1
4130274	3648614	1
4130274	3295752	1
4130274	3576814	1
4130274	3613762	1
4130274	3780076	1
4130274	3961260	1
4130517	4013613	1
4130517	4060446	1
4131736	3555590	2
4131736	3524970	5
4132025	4133493	1
4132025	4162675	1
4132025	4159195	2
4132025	3227348	1
4132218	3557332	1
4133192	3372098	1
4133493	4132025	1
4133656	4284924	2
4134063	3406313	1
4134063	3855887	1
4134063	4036189	1
4134063	3554625	1
4134063	3222724	1
4134063	3284776	1
4134063	3709138	1
4134063	3989900	1
4134063	4117456	1
4134063	3830684	1
4134067	3355986	2
4134185	283587	1
4134185	4150168	1
4134185	4454144	1
4134185	3872608	1
4134384	3828171	1
4134384	74305	1
4134384	3757433	1
4134384	4032407	1
4134384	3084221	2
4134384	3532081	1
4134384	3371896	1
4134384	3518968	3
4134384	3538910	2
4134384	3424942	1
4134384	3525774	1
4134384	4073878	1
4134384	4098294	1
4134384	4118234	2
4134384	3625894	2
4134384	4067684	1
4134384	3123800	1
4134384	3241864	3
4134384	4060674	1
4135057	4197021	1
4135242	4117807	2
4135668	4394921	1
4135668	4513430	1
4136036	3474434	1
4136679	4089187	1
4136679	762888	1
4137027	4336207	1
4137027	4151088	1
4137027	3406370	1
4137055	3865761	1
4137055	3540974	1
4137055	4076838	4
4137055	3859092	1
4137055	3315292	1
4137055	4138064	1
4138017	4186151	1
4138017	4441997	2
4138064	3865761	1
4138064	4137055	1
4138064	3540974	1
4138064	4076838	1
4138064	3859092	1
4138064	3315292	1
4138136	3233731	1
4138136	3542405	1
4138136	3803785	2
4138136	3555765	1
4138136	3799707	2
4138136	3994967	2
4138136	3355022	1
4138136	3544864	1
4138136	3556628	2
4138136	3776960	1
4138136	3825224	1
4138136	3479658	2
4138136	3515928	1
4138136	3555516	1
4138136	3937300	1
4138136	4084902	1
4138136	3380556	1
4138136	3812792	2
4138136	4045436	1
4138808	4019939	1
4138808	4016456	1
4138808	3586924	2
4138810	3373073	1
4138810	3925007	1
4138810	3389152	1
4138810	3857208	1
4138810	3076406	1
4138810	3801584	1
4139046	3923241	1
4139046	3968627	2
4139046	4316559	1
4139046	3479923	2
4139046	4152307	1
4139046	3801763	1
4139046	3962551	2
4139046	4356425	1
