3647202	3647202	2067	180	102	9	2
3614430	3614430	1225	180	102	9	2
3808985	3808985	1225	180	102	9	2
3543174	3543174	1225	180	102	9	2
721500	721500	1225	180	102	9	2
3443120	3443120	2574	180	102	9	2
4362878	4362878	2574	180	102	9	2
4308989	4308989	2574	180	102	9	2
3409804	3409804	2574	180	102	9	2
3209806	3209806	2167	42	102	9	2
3093865	3093865	2167	42	102	9	2
3561240	3561240	2167	42	102	9	2
3704546	3704546	2094	42	102	9	2
2998442	2998442	1284	42	102	9	2
3527283	3527283	2544	324	102	9	2
4342284	4342284	2544	324	102	9	2
3674123	3674123	2544	324	102	9	2
3267972	3267972	2544	324	102	9	2
3212329	3212329	2248	324	102	9	2
3744752	3744752	2575	324	102	9	2
2030512	2030512	2219	186	102	9	2
3443530	3443530	2343	400	102	9	2
3503030	3503030	2599	400	102	9	2
4332545	4332545	2433	400	102	9	2
3334800	3334800	2362	400	102	9	2
4319609	4319609	2362	400	102	9	2
3763695	3763695	2500	400	102	9	2
3972138	3972138	1073	139	102	9	2
3660237	3660237	2677	139	102	9	2
4773333	4773333	456	139	102	9	2
3534778	3534778	456	139	102	9	2
3981628	3981628	456	139	102	9	2
3520189	3520189	2489	435	102	9	2
3821371	3821371	2666	435	102	9	2
3854283	3854283	2595	435	102	9	2
3732434	3732434	2185	129	102	9	2
3367150	3367150	2557	129	102	9	2
4308124	4308124	2536	129	102	9	2
3335712	3335712	2566	129	102	9	2
3836431	3836431	2644	129	102	9	2
3505332	3505332	2259	256	102	9	2
4394975	4394975	2259	256	102	9	2
4017352	4017352	2416	256	102	9	2
3261563	3261563	2383	256	102	9	2
4122545	4122545	2697	256	102	9	2
3837392	3837392	1992	256	102	9	2
3469836	3469836	1992	256	102	9	2
3873351	3873351	1992	256	102	9	2
3835041	3835041	1992	256	102	9	2
4144493	4144493	1622	256	102	9	2
3649177	3649177	1622	256	102	9	2
3921957	3921957	1622	256	102	9	2
3542084	3542084	247	134	102	9	2
4817032	4817032	247	134	102	9	2
4320507	4320507	1055	134	102	9	2
4154240	4154240	1055	134	102	9	2
3041950	3041950	2191	118	102	9	2
755877	755877	2191	118	102	9	2
3732294	3732294	2191	118	102	9	2
3428571	3428571	2191	118	102	9	2
3420649	3420649	2191	118	102	9	2
3386048	3386048	2191	118	102	9	2
3711734	3711734	2209	118	102	9	2
3551096	3551096	2209	118	102	9	2
3964805	3964805	978	118	102	9	2
3721662	3721662	1567	118	102	9	2
3165127	3165127	1567	118	102	9	2
4176824	4176824	1567	118	102	9	2
3659010	3659010	2694	118	102	9	2
3456445	3456445	2483	118	102	9	2
3139692	3139692	2108	26	10	9	2
4334575	4334575	2426	177	48	9	2
4314940	4314940	2647	177	48	9	2
3952026	3952026	2470	177	48	9	2
3468691	3468691	39	177	48	9	2
3397512	3397512	261	177	48	9	2
3832758	3832758	261	177	48	9	2
3895292	3895292	1889	177	48	9	2
3567281	3567281	2175	177	48	9	2
2019104	2019104	2449	525	48	9	2
3778315	3778315	2404	525	48	9	2
4839695	4839695	2641	525	48	9	2
3579300	3579300	112	525	48	9	2
3409497	3409497	2201	525	48	9	2
3752085	3752085	1708	387	48	9	2
3389152	3389152	2556	387	48	9	2
3913117	3913117	2556	387	48	9	2
4067684	4067684	2556	387	48	9	2
3926259	3926259	2556	387	48	9	2
3238552	3238552	1345	387	48	9	2
3834214	3834214	2530	304	48	9	2
3003553	3003553	1090	304	48	9	2
4190638	4190638	2336	306	48	9	2
4838584	4838584	2466	306	48	9	2
4643749	4643749	265	130	48	9	2
4173181	4173181	1189	130	48	9	2
650686	650686	1189	130	48	9	2
3460738	3460738	1189	130	48	9	2
586107	586107	1189	130	48	9	2
3829084	3829084	1189	130	48	9	2
3876929	3876929	1189	130	48	9	2
3722988	3722988	1189	130	48	9	2
3597629	3597629	1189	130	48	9	2
3853726	3853726	1189	130	48	9	2
1562288	1562288	1189	130	48	9	2
4803401	4803401	1189	130	48	9	2
1727538	1727538	1189	130	48	9	2
4266026	4266026	1189	130	48	9	2
3289670	3289670	1189	130	48	9	2
3720599	3720599	1189	130	48	9	2
3680100	3680100	1189	130	48	9	2
2650810	2650810	1189	130	48	9	2
3803297	3803297	1189	130	48	9	2
3409048	3409048	1189	130	48	9	2
4867229	4867229	1189	130	48	9	2
3289497	3289497	1189	130	48	9	2
3208373	3208373	2182	183	48	9	2
4387468	4387468	2691	183	48	9	2
3260805	3260805	2691	183	48	9	2
4388734	4388734	911	183	48	9	2
3696283	3696283	911	183	48	9	2
4125360	4125360	911	183	48	9	2
3919083	3919083	911	183	48	9	2
3508789	3508789	911	183	48	9	2
4234544	4234544	911	183	48	9	2
3967090	3967090	2601	183	48	9	2
3733069	3733069	2168	183	48	9	2
3885613	3885613	2168	183	48	9	2
1325806	1325806	2464	83	48	9	2
3568828	3568828	2586	83	48	9	2
4256627	4256627	2650	83	48	9	2
4227359	4227359	2349	83	48	9	2
3084221	3084221	2515	83	48	9	2
3766831	3766831	2520	83	48	9	2
4323201	4323201	2192	83	48	9	2
4040860	4040860	678	83	48	9	2
3761207	3761207	2322	83	48	9	2
3073649	3073649	2425	83	48	9	2
4086356	4086356	2498	83	48	9	2
4179105	4179105	1841	83	48	9	2
