4176380	4176380	2670	490	19	12	2
3824469	3824469	2670	490	19	12	2
3584263	3584263	1756	490	19	12	2
3726835	3726835	1429	490	19	12	2
3899660	3899660	1784	490	19	12	2
3525615	3525615	1257	490	19	12	2
3575285	3575285	654	54	19	12	2
3816540	3816540	853	54	19	12	2
4049290	4049290	1999	54	19	12	2
3706599	3706599	1911	54	19	12	2
4319873	4319873	216	54	19	12	2
4079188	4079188	216	54	19	12	2
3993270	3993270	216	54	19	12	2
3686059	3686059	1348	54	19	12	2
3324070	3324070	1293	54	19	12	2
3654428	3654428	1293	54	19	12	2
3817244	3817244	1293	54	19	12	2
4863610	4863610	147	54	19	12	2
4860070	4860070	147	54	19	12	2
3415828	3415828	147	54	19	12	2
3081196	3081196	1912	54	19	12	2
4042496	4042496	1894	255	19	12	2
3250588	3250588	155	255	19	12	2
3340924	3340924	2549	255	19	12	2
3523697	3523697	2549	255	19	12	2
4182748	4182748	2630	255	19	12	2
3411878	3411878	2486	239	19	12	2
3776960	3776960	1342	239	19	12	2
4319944	4319944	1347	239	19	12	2
3380556	3380556	959	239	19	12	2
3233731	3233731	1249	239	19	12	2
3574394	3574394	2128	170	19	12	2
3813675	3813675	1297	170	19	12	2
3422748	3422748	1368	170	19	12	2
3668626	3668626	1368	170	19	12	2
4013796	4013796	1368	170	19	12	2
3487882	3487882	1368	170	19	12	2
4366163	4366163	1368	170	19	12	2
4072327	4072327	1368	170	19	12	2
4372113	4372113	1295	170	19	12	2
3481721	3481721	2056	337	19	12	2
3303066	3303066	1101	337	19	12	2
4084902	4084902	71	412	19	12	2
3575955	3575955	192	412	19	12	2
3577416	3577416	192	412	19	12	2
4019939	4019939	2551	412	19	12	2
3685846	3685846	2672	156	19	12	2
3776717	3776717	2189	156	19	12	2
3514271	3514271	2189	156	19	12	2
3073987	3073987	2447	156	19	12	2
3427623	3427623	2177	156	19	12	2
3627081	3627081	2177	156	19	12	2
3524729	3524729	2177	156	19	12	2
3520778	3520778	2195	156	19	12	2
4140573	4140573	2195	156	19	12	2
3803472	3803472	2195	156	19	12	2
4037037	4037037	2195	156	19	12	2
3618622	3618622	410	462	19	12	2
4114813	4114813	410	462	19	12	2
3713793	3713793	410	462	19	12	2
3818603	3818603	2332	462	19	12	2
4302555	4302555	2332	462	19	12	2
3373073	3373073	2332	462	19	12	2
3978395	3978395	2332	462	19	12	2
3252819	3252819	2060	377	19	12	2
3819315	3819315	2060	377	19	12	2
3995297	3995297	2060	377	19	12	2
4146784	4146784	2060	377	19	12	2
3509318	3509318	2060	377	19	12	2
3459124	3459124	2060	377	19	12	2
4374068	4374068	714	377	19	12	2
4379896	4379896	714	377	19	12	2
1943527	1943527	2448	171	19	12	2
4116426	4116426	1277	171	19	12	2
3405407	3405407	2255	171	19	12	2
3639362	3639362	1194	171	19	12	2
4090949	4090949	682	171	19	12	2
3578251	3578251	1064	171	19	12	2
4096097	4096097	1573	171	19	12	2
3539434	3539434	1573	171	19	12	2
4013304	4013304	1573	171	19	12	2
3515928	3515928	1001	432	19	12	2
3803785	3803785	1118	432	19	12	2
3506151	3506151	2121	432	19	12	2
3556628	3556628	2133	432	19	12	2
3001576	3001576	1631	409	19	12	2
3076406	3076406	1631	409	19	12	2
4001487	4001487	1631	409	19	12	2
2986383	2986383	1865	409	19	12	2
3555765	3555765	311	93	19	12	2
3825224	3825224	1758	93	19	12	2
3729601	3729601	2611	429	19	12	2
3684939	3684939	2319	394	19	12	2
3314609	3314609	2440	394	19	12	2
3242475	3242475	2440	394	19	12	2
4045436	4045436	856	484	19	12	2
3994967	3994967	40	484	19	12	2
4138136	4138136	40	484	19	12	2
3937300	3937300	1205	484	19	12	2
3812792	3812792	2161	484	19	12	2
3979564	3979564	1633	484	19	12	2
3479658	3479658	631	484	19	12	2
3355022	3355022	2145	484	19	12	2
3561894	3561894	128	365	19	12	2
3861942	3861942	132	365	19	12	2
3460575	3460575	1315	365	19	12	2
3730233	3730233	2004	365	19	12	2
4170509	4170509	66	365	19	12	2
3713447	3713447	1024	365	19	12	2
3378452	3378452	1991	365	19	12	2
3314320	3314320	1697	299	19	12	2
3111845	3111845	1697	299	19	12	2
3578132	3578132	1697	299	19	12	2
236795	236795	1697	299	19	12	2
3799707	3799707	496	13	19	12	2
4128525	4128525	1612	13	19	12	2
4315660	4315660	356	13	19	12	2
3644284	3644284	560	13	19	12	2
3714350	3714350	560	13	19	12	2
3513269	3513269	560	13	19	12	2
3479055	3479055	560	13	19	12	2
3750363	3750363	160	13	19	12	2
3715659	3715659	160	13	19	12	2
3555516	3555516	1941	13	19	12	2
3542405	3542405	1941	13	19	12	2
3544864	3544864	1684	13	19	12	2
3811806	3811806	94	478	19	12	2
3991884	3991884	94	478	19	12	2
3642795	3642795	27	166	69	12	2
3988864	3988864	27	166	69	12	2
3479815	3479815	27	166	69	12	2
3094152	3094152	27	166	69	12	2
3448865	3448865	27	166	69	12	2
3342980	3342980	27	166	69	12	2
4098392	4098392	2635	166	69	12	2
4161468	4161468	2501	166	69	12	2
3760821	3760821	2583	266	69	12	2
3706514	3706514	1357	266	69	12	2
4286655	4286655	2495	266	69	12	2
3461041	3461041	2329	266	69	12	2
4175514	4175514	2329	266	69	12	2
3050876	3050876	2563	266	69	12	2
3055527	3055527	2563	266	69	12	2
4145311	4145311	2331	235	69	12	2
3816383	3816383	619	235	69	12	2
3629880	3629880	2618	235	69	12	2
3753609	3753609	1021	235	69	12	2
3582895	3582895	2683	488	69	12	2
3802081	3802081	2066	488	69	12	2
3924893	3924893	2333	341	69	12	2
4036320	4036320	2488	341	69	12	2
1010995	1010995	2114	341	69	12	2
3387800	3387800	2692	341	69	12	2
4022182	4022182	2397	341	69	12	2
3486812	3486812	2397	341	69	12	2
3074424	3074424	2397	341	69	12	2
3586924	3586924	2397	341	69	12	2
4138808	4138808	2397	341	69	12	2
3081902	3081902	1967	298	69	12	2
3828171	3828171	1967	298	69	12	2
3724465	3724465	1967	298	69	12	2
4179438	4179438	2675	298	69	12	2
47726	47726	1208	298	69	12	2
2834575	2834575	1512	298	69	12	2
3108884	3108884	1680	296	15	12	2
3554625	3554625	308	487	15	12	2
3222724	3222724	308	487	15	12	2
3506175	3506175	2437	487	15	12	2
3709138	3709138	1259	487	15	12	2
3284776	3284776	1259	487	15	12	2
3701914	3701914	1984	487	15	12	2
4841064	4841064	2011	77	15	12	2
4334569	4334569	1754	50	15	12	2
3530379	3530379	139	213	15	12	2
4106201	4106201	706	213	15	12	2
4157506	4157506	1009	213	15	12	2
4274872	4274872	1009	213	15	12	2
4100247	4100247	875	213	15	12	2
3418726	3418726	875	213	15	12	2
3667517	3667517	1825	454	15	12	2
4108178	4108178	490	382	15	12	2
4315320	4315320	249	382	15	12	2
4027732	4027732	249	382	15	12	2
4338465	4338465	251	382	15	12	2
3256200	3256200	1109	382	15	12	2
4300003	4300003	843	382	15	12	2
4313308	4313308	843	382	15	12	2
3388813	3388813	2064	201	15	12	2
3035070	3035070	268	181	15	12	2
3682442	3682442	824	181	15	12	2
3378740	3378740	98	181	15	12	2
3701165	3701165	436	181	15	12	2
3546461	3546461	436	181	15	12	2
3403803	3403803	133	181	15	12	2
3555668	3555668	643	181	15	12	2
3736251	3736251	374	181	15	12	2
3278112	3278112	709	223	15	12	2
4087148	4087148	709	223	15	12	2
3662484	3662484	1629	223	15	12	2
3674757	3674757	928	347	15	12	2
3411076	3411076	826	347	15	12	2
2223190	2223190	803	347	15	12	2
4031090	4031090	803	347	15	12	2
3655073	3655073	1520	347	15	12	2
4040060	4040060	1520	347	15	12	2
4469268	4469268	1520	347	15	12	2
4057120	4057120	1704	146	15	12	2
3942217	3942217	2304	146	15	12	2
756418	756418	782	146	15	12	2
3989900	3989900	782	146	15	12	2
3409093	3409093	693	426	15	12	2
4126552	4126552	693	426	15	12	2
3112435	3112435	693	426	15	12	2
3805144	3805144	2135	426	15	12	2
3456527	3456527	791	426	15	12	2
2993595	2993595	1203	500	15	12	2
3483937	3483937	1034	500	15	12	2
3831382	3831382	1130	500	15	12	2
3824667	3824667	1130	500	15	12	2
3696640	3696640	1130	500	15	12	2
3830684	3830684	1192	135	15	12	2
4134063	4134063	1192	135	15	12	2
3406313	3406313	2012	135	15	12	2
4117456	4117456	2012	135	15	12	2
3817973	3817973	1905	222	15	12	2
3455841	3455841	1905	222	15	12	2
4168943	4168943	2041	218	15	12	2
3760059	3760059	1314	218	15	12	2
3800238	3800238	215	218	15	12	2
3743535	3743535	447	218	15	12	2
2758563	2758563	447	218	15	12	2
3490529	3490529	932	218	15	12	2
3923556	3923556	1767	125	15	12	2
4360424	4360424	1795	125	15	12	2
3775980	3775980	2146	125	15	12	2
3458518	3458518	1505	125	15	12	2
3307133	3307133	396	125	15	12	2
3772675	3772675	2065	74	15	12	2
3855887	3855887	103	74	15	12	2
4036189	4036189	103	74	15	12	2
3992166	3992166	1302	74	15	12	2
3409643	3409643	246	74	15	12	2
3897923	3897923	246	74	15	12	2
4304145	4304145	2130	74	15	12	2
2975019	2975019	777	74	15	12	2
3560777	3560777	180	322	15	12	2
3346949	3346949	180	322	15	12	2
4123118	4123118	180	322	15	12	2
3565523	3565523	180	322	15	12	2
4366161	4366161	180	322	15	12	2
3894090	3894090	1083	322	15	12	2
4313999	4313999	1304	322	15	12	2
3622000	3622000	1304	322	15	12	2
3379258	3379258	141	322	15	12	2
3445574	3445574	141	322	15	12	2
3644200	3644200	948	322	15	12	2
3593977	3593977	445	173	15	12	2
4344563	4344563	2151	410	27	12	2
4378411	4378411	1236	182	27	12	2
3731923	3731923	82	433	27	12	2
